id,serial,field,old_value,new_value,changed_at,source,site
367,JYZZEAABCJEBB0K7V,location,"",12.1.6,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
368,JYZZEAABCJEBB0K7V,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
369,JYZZEAABCJEBB0H78,location,"",3.11.16,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
370,JYZZEAABCJEBB0H78,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
371,AMD61LC000N7G3C0A21QE0101,location,"",29.2.9,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
372,AMD61LC000N7G3C0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
373,JYZZEABBCJEBB0FX9,location,"",13.9.3,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
374,JYZZEABBCJEBB0FX9,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
375,JYZZEAABCJEBB0GEM,location,"",8.7.15,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
376,JYZZEAABCJEBB0GEM,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
377,AME31LC000P4LGC0A26QG2101,location,"",27.6.13,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
378,AME31LC000P4LGC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
379,AME31LC000P7Z6C0A26QG2702,location,"",30.2.16,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
380,AME31LC000P7Z6C0A26QG2702,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
381,JYZZEAABCJFBH0SRF,location,"",4.10.8,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
382,JYZZEAABCJFBH0SRF,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
383,JYZZEAABCJEBB0FD0,location,"",8.11.2,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
384,JYZZEAABCJEBB0FD0,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
385,AME31LC000P4STC0A26QG2101,location,"",23.12.2,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
386,AME31LC000P4STC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
387,AMD61LC000N79ZC0A21QE0101,location,"",18.11.15,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
388,AMD61LC000N79ZC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
389,JYZZEAABBJIBH0024,location,"",35.12.7,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
390,JYZZEAABBJIBH0024,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
391,AMD61LC000N73EC0A21QE0101,location,"",29.8.6,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
392,AMD61LC000N73EC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
393,JYZZEAABCJEBB0D15,location,"",5.7.15,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
394,JYZZEAABCJEBB0D15,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
395,AME31LC000P71XC0A26QG2503,location,"",28.6.9,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
396,AME31LC000P71XC0A26QG2503,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
397,JYZZEAABCJEBB0G12,location,"",40.5.7,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
398,JYZZEAABCJEBB0G12,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
399,JYZZEAABCJFBH0F5S,location,"",10.7.6,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
400,JYZZEAABCJFBH0F5S,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
401,JYZZEAABCJEBB0M2W,location,"",5.4.6,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
402,JYZZEAABCJEBB0M2W,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
403,AME31LC000P6VFC0A26QG2503,location,"",32.7.11,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
404,AME31LC000P6VFC0A26QG2503,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
405,AME31LC000P4JEC0A26QG2101,location,"",17.1.6,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
406,AME31LC000P4JEC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
407,AME31LC000P1QKC0A26QG1605,location,"",28.7.16,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
408,AME31LC000P1QKC0A26QG1605,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
409,JYZZEAABCJEBB0CAB,location,"",4.11.5,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
410,JYZZEAABCJEBB0CAB,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
411,JYZZEAABCJEBB0ERY,location,"",5.2.7,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
412,JYZZEAABCJEBB0ERY,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
413,JYZZEAABCJEBB0F51,location,"",7.10.7,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
414,JYZZEAABCJEBB0F51,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
415,JYZZEAABCJEBB0KN0,location,"",12.2.12,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
416,JYZZEAABCJEBB0KN0,latest_status,"",Mining,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
417,JYZZEAABCJEBB0CPP,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
418,JYZZEAABCJEBB0CPP,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
419,JYZZEAABCJEBB0FJX,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
420,JYZZEAABCJEBB0FJX,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
421,JYZZEAABCJFBH0PYG,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
422,JYZZEAABCJFBH0PYG,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
423,JYZZEAABCJFBH0ZTV,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
424,JYZZEAABCJFBH0ZTV,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
425,JYZZEAABCJHJH04B7,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
426,JYZZEAABCJHJH04B7,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
427,JYZZEAABCJEBB0AA6,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
428,JYZZEAABCJEBB0AA6,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
429,JYZZEAABCJEBB0BMP,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
430,JYZZEAABCJEBB0BMP,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
431,JYZZEAABCJEBB0212,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
432,JYZZEAABCJEBB0212,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
433,JYZZEAABCJEBB0N67,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
434,JYZZEAABCJEBB0N67,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
435,JYZZEAABCJEBB0FYJ,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
436,JYZZEAABCJEBB0FYJ,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
437,JYZZEAABCJEBB0AY3,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
438,JYZZEAABCJEBB0AY3,latest_status,"","For Diagnosis","2026-08-14 03:37:15.334+00","Mining Ops Admin",
439,JYZZEAABCJEBB0GHW,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
440,JYZZEAABCJEBB0GHW,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
441,NGSBEAABCJEJD0231,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
442,NGSBEAABCJEJD0231,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
443,NGSBEAABCJEJD02ZL,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
444,NGSBEAABCJEJD02ZL,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
445,SMTTEABBBAAJC00BK,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
446,SMTTEABBBAAJC00BK,latest_status,"","For Diagnosis","2026-08-14 03:37:15.334+00","Mining Ops Admin",
447,JYZZEABBCJEBB0NDT,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
448,JYZZEABBCJEBB0NDT,latest_status,"","For Diagnosis","2026-08-14 03:37:15.334+00","Mining Ops Admin",
449,JYZZEAABCJEBB0EVZ,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
450,JYZZEAABCJEBB0EVZ,latest_status,"","For Diagnosis","2026-08-14 03:37:15.334+00","Mining Ops Admin",
451,NGSBEAABCJDAA0AG7,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
452,NGSBEAABCJDAA0AG7,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
453,NGSBEAABCJDAA0AHE,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
454,NGSBEAABCJDAA0AHE,latest_status,"","For Diagnosis","2026-08-14 03:37:15.334+00","Mining Ops Admin",
455,JYZZEAABCJFBH0SGZ,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
456,JYZZEAABCJFBH0SGZ,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
457,JYZZEAABCJEBB0HK1,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
458,JYZZEAABCJEBB0HK1,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
459,JYZZEAABCJEBB0BDG,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
460,JYZZEAABCJEBB0BDG,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
461,JYZZEAABCJEBB0B3T,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
462,JYZZEAABCJEBB0B3T,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
463,JYZZEAABCJEBB0L91,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
464,JYZZEAABCJEBB0L91,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
465,JYZZEABBCJEBB0KAE,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
466,JYZZEABBCJEBB0KAE,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
467,JYZZEAABCJEBB0H1B,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
468,JYZZEAABCJEBB0H1B,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
469,JYZZEAABCJEBB0F2Y,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
470,JYZZEAABCJEBB0F2Y,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
471,JYZZEAABCJEBB0FYR,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
472,JYZZEAABCJEBB0FYR,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
473,JYZZEAABCJEBB0HVK,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
474,JYZZEAABCJEBB0HVK,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
475,NGSBEAABCJDAA0B2A,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
476,NGSBEAABCJDAA0B2A,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
477,NGSBEAABCJEJD01EV,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
478,NGSBEAABCJEJD01EV,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
479,JYZZEAABCJBBG00W8,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
480,JYZZEAABCJBBG00W8,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
481,JYZZEABBCJFBH0DN9,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
482,JYZZEABBCJFBH0DN9,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
483,JYZZEABBCJFBH0ABB,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
484,JYZZEABBCJFBH0ABB,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
485,JYZZEAABCJEBB0HSM,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
486,JYZZEAABCJEBB0HSM,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
487,JYZZEAABCJEBB024P,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
488,JYZZEAABCJEBB024P,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
489,JYZZEAABCJFBH0FAV,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
490,JYZZEAABCJFBH0FAV,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
491,JYZZEAABCJEBB0GAS,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
492,JYZZEAABCJEBB0GAS,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
493,JYZZEAABCJEBB0FPG,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
494,JYZZEAABCJEBB0FPG,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
495,JYZZEAABCJFBH0CYR,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
496,JYZZEAABCJFBH0CYR,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
497,AME31LC000MTNTC0A26QC0204,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
498,AME31LC000MTNTC0A26QC0204,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
499,JYZZEAABCJEBB0K83,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
500,JYZZEAABCJEBB0K83,latest_status,"","For Diagnosis","2026-08-14 03:37:15.334+00","Mining Ops Admin",
501,JYZZEAABCJEBB0FL6,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
502,JYZZEAABCJEBB0FL6,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
503,AME31LC000P38HC0A26QG2001,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
504,AME31LC000P38HC0A26QG2001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
505,JYZZEAABCJEBB0L0T,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
506,JYZZEAABCJEBB0L0T,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
507,JYZZEAABCJFBH0KAR,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
508,JYZZEAABCJFBH0KAR,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
509,AME31LC000P239C0A26QG1801,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
510,AME31LC000P239C0A26QG1801,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
511,JYZZEAABCJEBB0GHJ,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
512,JYZZEAABCJEBB0GHJ,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
513,JYZZEAABCJEBB0KMB,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
514,JYZZEAABCJEBB0KMB,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
515,JYZZEAABCJEBB0RN4,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
516,JYZZEAABCJEBB0RN4,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
517,JYZZEAABCJEBB0KJJ,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
518,JYZZEAABCJEBB0KJJ,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
519,AME31LC000P4NXC0A26QG2101,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
520,AME31LC000P4NXC0A26QG2101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
521,JYZZEAABCJEBB0FY2,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
522,JYZZEAABCJEBB0FY2,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
523,JYZZEAABCJEBB0KJ2,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
524,JYZZEAABCJEBB0KJ2,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
525,JYZZEAABCJEBB0HX3,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
526,JYZZEAABCJEBB0HX3,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
527,JYZZEAABCJCBE020V,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
528,JYZZEAABCJCBE020V,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
529,JYZZEAABCJEBB0GLG,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
530,JYZZEAABCJEBB0GLG,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
531,JYZZEAABCJEBB0H4M,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
532,JYZZEAABCJEBB0H4M,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
533,JYZZEABBCJEBB0JZ4,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
534,JYZZEABBCJEBB0JZ4,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
535,JYZZEAABCJEBB0G1C,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
536,JYZZEAABCJEBB0G1C,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
537,JYZZEAABCJEBB0FBV,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
538,JYZZEAABCJEBB0FBV,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
539,JYZZEABBCJFBH0DTC,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
540,JYZZEABBCJFBH0DTC,latest_status,"",Consolidated,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
541,AME31LC000P1NRC0A26QG1605,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
542,AME31LC000P1NRC0A26QG1605,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
543,JYZZEAABCJDBI006D,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
544,JYZZEAABCJDBI006D,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
545,JYZZEAABCJEBB0GH4,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
546,JYZZEAABCJEBB0GH4,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
547,JYZZEAABCJEBB0GGD,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
548,JYZZEAABCJEBB0GGD,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
549,AME31LC000P4TGC0A26QG2101,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
550,AME31LC000P4TGC0A26QG2101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
551,JYZZEAABCJEBB0X2R,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
552,JYZZEAABCJEBB0X2R,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
553,AME31LC000P3MLC0A26QG2001,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
554,AME31LC000P3MLC0A26QG2001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
555,JYZZEAABCJEBB0HLC,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
556,JYZZEAABCJEBB0HLC,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.334+00","Mining Ops Admin",
557,JYZZEAABCJBBG00WM,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
558,JYZZEAABCJBBG00WM,latest_status,"","For Diagnosis","2026-08-14 03:37:15.334+00","Mining Ops Admin",
559,AME31LC000P3BKC0A26QG2001,location,"",WH1,"2026-08-14 03:37:15.334+00","Mining Ops Admin",
560,AME31LC000P3BKC0A26QG2001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.334+00","Mining Ops Admin",
561,AMD61LC000N787C0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
562,AMD61LC000N787C0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
563,AMD61LC000N9R8C0A21QE0102,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
564,AMD61LC000N9R8C0A21QE0102,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
565,JYZZEAABCJEBB0B43,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
566,JYZZEAABCJEBB0B43,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
567,AME31LC000PVG2C0A27QL1305,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
568,AME31LC000PVG2C0A27QL1305,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
569,AMD61LC000L5SQC0A21SQ1001,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
570,AMD61LC000L5SQC0A21SQ1001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
571,JYZZEAABCJEBB0KL8,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
572,JYZZEAABCJEBB0KL8,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
573,AMD61LC000N7E4C0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
574,AMD61LC000N7E4C0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
575,JYZZEAABCJEBB0C06,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
576,JYZZEAABCJEBB0C06,latest_status,"",Consolidated,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
577,AME31LC000P71VC0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
578,AME31LC000P71VC0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
579,AME31LC000P34GC0A26QG1901,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
580,AME31LC000P34GC0A26QG1901,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
581,AMD61LC000N7BMC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
582,AMD61LC000N7BMC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
583,AME31LC000P2UCC0A26QG1901,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
584,AME31LC000P2UCC0A26QG1901,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
585,AMD61L0000HQNBC2A21SE1702,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
586,AMD61L0000HQNBC2A21SE1702,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
587,AME31LC000P24BC0A26QG1801,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
588,AME31LC000P24BC0A26QG1801,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
589,JYZZEAABCJBBG016M,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
590,JYZZEAABCJBBG016M,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
591,JYZZEAABCJEBB0D1G,location,"",13.3.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
592,JYZZEAABCJEBB0D1G,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
593,AMD61LC000L365C2A21SN2403,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
594,AMD61LC000L365C2A21SN2403,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
595,JYZZEAABCJEBB0BKZ,location,"",8.4.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
